Area_Name,Latitude,Longitude,Crime_Rate,Lighting,Police_Distance,Time,Crowd_Density,Risk_Level
Ulidih,22.789446,86.211314,4,Poor,2.73,Night,Low,Medium
Jugsalai More,22.784441,86.178108,5,Poor,0.22,Day,Medium,Medium
Boram Basti,22.838594,86.217336,3,Poor,3.88,Night,Low,High
Sonari,22.822114,86.162609,6,Poor,2.09,Night,Low,High
Jugsalai,22.788763,86.18016,2,Good,0.1,Day,Medium,Low
Jugsalai More,22.786124,86.178787,7,Poor,0.97,Night,Low,High
Birsa Chowk,22.799524,86.184493,5,Poor,0.67,Night,Medium,Medium
Burma Mines,22.823578,86.179636,7,Poor,2.8,Night,Low,High
Gamharia,22.769503,86.121772,1,Good,1.85,Day,High,Low
Birsa Chowk,22.797589,86.183897,3,Poor,0.1,Night,Low,High
Sakchi Market,22.80288,86.202691,2,Good,0.72,Day,High,Low
Azadnagar,22.802843,86.19599,6,Poor,0.83,Night,Low,High
Golmuri,22.781704,86.172788,7,Good,0.76,Night,Low,High
Bhalubasa,22.761532,86.147554,8,Poor,1.14,Night,Low,High
Sakchi,22.80312,86.201004,6,Poor,0.71,Day,Medium,Medium
Boram,22.840802,86.221745,6,Poor,3.9,Night,Low,High
Chhota Govindpur,22.753435,86.142329,8,Poor,3.46,Night,Low,High
Marine Drive,22.770025,86.159384,3,Good,1.16,Day,High,Low
Baridih,22.834552,86.184026,7,Poor,2.12,Night,Low,High
Baridih,22.8352,86.186582,3,Good,1.8,Day,Medium,Medium
Kadma,22.812875,86.223224,4,Poor,0.39,Night,Low,High
Marine Drive,22.771806,86.158328,6,Poor,0.7,Night,Low,High
Mango,22.833215,86.200778,4,Good,0.95,Day,Medium,Low
Golmuri,22.786275,86.174212,4,Good,0.58,Day,High,Low
Sonari,22.815773,86.160844,4,Good,1.86,Night,Medium,Medium
Agrico,22.777344,86.173579,2,Good,1.28,Day,High,Low
Chhota Govindpur,22.752006,86.13895,7,Poor,2.17,Night,Low,High
Boram,22.840695,86.21919,9,Poor,3.81,Night,Low,High
Sidhgora More,22.808409,86.191848,1,Good,0.42,Day,High,Low
Pathargora,22.799385,86.197766,3,Poor,0.51,Day,High,Low
Sitaramdera,22.77396,86.161915,6,Poor,1.58,Day,Low,Medium
Azadnagar,22.805161,86.197377,2,Good,0.84,Day,Medium,Low
Sitaramdera,22.769769,86.16389,3,Good,1.18,Day,Medium,Low
Pathargora,22.800345,86.203202,6,Poor,1.11,Night,Medium,Medium
Azadnagar,22.806586,86.198958,4,Good,1.16,Day,High,Medium
Karandih,22.813766,86.20924,1,Good,2.33,Day,Medium,Low
Ulidih,22.790362,86.213509,9,Poor,2.26,Night,Low,High
Adityapur,22.784332,86.135606,2,Good,0.21,Day,High,Low
Azadnagar,22.803384,86.195032,3,Good,1.15,Day,Medium,Low
Burma Mines,22.827137,86.174127,1,Good,3.18,Day,Medium,Low
Jugsalai,22.788897,86.182132,7,Poor,0.22,Night,Low,High
Jharkhand Colony,22.783499,86.205047,4,Good,1.96,Day,Medium,Low
Birsa Chowk,22.798218,86.185647,6,Poor,0.26,Day,Low,High
Sakchi Market,22.807197,86.201657,5,Poor,1.09,Day,Medium,Medium
Baridih,22.835887,86.183284,8,Poor,2.29,Night,Low,High
Telco,22.76672,86.154359,6,Poor,1.27,Night,Low,High
Jharkhand Colony,22.783124,86.20606,6,Poor,1.79,Night,Low,High
Boram Basti,22.842076,86.217468,6,Poor,4.53,Night,Low,High
Sakchi Market,22.805603,86.201459,5,Poor,0.59,Night,Low,High
Ulidih,22.789175,86.207721,3,Good,1.74,Day,Medium,Low
Kadma,22.813357,86.221537,3,Good,0.1,Day,High,Low
Dimna,22.742125,86.208332,6,Poor,3.48,Night,Low,High
Parsudih,22.801799,86.170378,7,Poor,2.21,Night,Low,High
Birsa Chowk,22.797018,86.183899,2,Good,0.44,Day,High,Low
Mango,22.831258,86.200556,6,Poor,0.81,Night,Medium,Medium
Sitaramdera,22.772466,86.168246,2,Good,0.97,Day,Medium,Low
Telco,22.764695,86.15454,7,Poor,1.26,Night,Low,High
Parsudih,22.801874,86.168339,6,Poor,2.14,Day,Low,Medium
Kadma,22.812953,86.222278,6,Poor,0.74,Night,Low,High
Jugsalai,22.787295,86.178422,7,Poor,0.51,Night,Low,High
Boram,22.840816,86.221876,8,Poor,3.99,Night,Low,High
Dimna,22.743881,86.211491,7,Poor,3.71,Night,Low,High
Sonari,22.818239,86.162787,2,Good,2.13,Day,Medium,Low
Jugsalai More,22.78611,86.174934,3,Good,0.83,Day,High,Low
Bagbera,22.829726,86.229611,2,Good,2.82,Day,Medium,Low
Mango,22.829572,86.199091,5,Poor,1.34,Night,Medium,Medium
Pathargora,22.804288,86.201686,7,Poor,0.82,Night,Low,High
Pathargora,22.802475,86.201579,4,Poor,0.24,Night,Medium,Medium
Pathargora,22.802022,86.200582,4,Poor,0.54,Night,Medium,Medium
Kadma,22.812101,86.219595,5,Good,0.46,Night,Medium,Medium
Burma Mines,22.826108,86.180241,2,Poor,2.96,Day,Medium,Low
Bhalubasa,22.759083,86.147607,1,Good,1.05,Day,High,Low
Jugsalai,22.787321,86.183808,6,Poor,0.1,Night,Low,High
Dimna,22.744159,86.210398,4,Good,3.68,Day,Medium,Medium
Baridih,22.835581,86.18576,7,Good,2.34,Day,Medium,Medium
Bhalubasa,22.756245,86.14731,7,Poor,0.77,Night,Low,High
Mango Bazar,22.830763,86.20511,4,Poor,1.73,Day,Medium,Medium
Dimna,22.743188,86.210913,8,Poor,3.88,Night,Low,High
Jugsalai,22.787791,86.183264,1,Good,0.91,Day,Medium,Low
Adityapur,22.786041,86.134466,7,Poor,0.35,Night,Low,High
Mango Bazar,22.828285,86.202929,6,Poor,1.27,Day,High,Medium
Karandih,22.810753,86.210893,7,Poor,2.63,Night,Low,High
Sitaramdera,22.770537,86.167164,1,Good,1.29,Day,Medium,Low
Pathargora,22.802423,86.201525,2,Good,0.63,Day,High,Low
Sitaramdera,22.767163,86.165207,4,Good,1.14,Day,Medium,Low
Sidhgora More,22.809735,86.189214,3,Good,0.52,Day,High,Low
Telco,22.762116,86.156216,1,Good,1.25,Day,High,Low
Bistupur,22.796036,86.185542,4,Poor,0.66,Day,Low,Medium
Jugsalai,22.791237,86.181153,3,Good,0.77,Day,High,Medium
Golmuri,22.783774,86.174126,2,Good,1.04,Day,High,Low
Bagbera,22.829839,86.227873,4,Good,3.69,Day,Medium,Low
Burma Mines,22.826259,86.178559,9,Poor,2.78,Night,Low,High
Bagbera,22.830032,86.233231,5,Poor,3.55,Day,Low,Medium
Sidhgora,22.809678,86.189531,6,Poor,0.44,Night,Low,High
Ulidih,22.79139,86.211149,6,Poor,2.59,Night,Low,High
Birsa Chowk,22.799708,86.188534,5,Poor,0.73,Night,Medium,Medium
Mango Bazar,22.831433,86.204294,2,Good,1.5,Day,High,Low
Sidhgora More,22.810792,86.191033,3,Good,1.48,Day,High,Low
Birsa Chowk,22.798481,86.185356,6,Poor,0.46,Night,Low,High
Chhota Govindpur,22.753376,86.140721,4,Poor,2.49,Night,Low,High
Agrico,22.777495,86.175151,2,Good,0.77,Day,High,Low
Golmuri,22.785947,86.176121,2,Good,1.4,Day,High,Low
Sakchi Market,22.803429,86.197845,3,Good,1.22,Day,High,Low
Golmuri,22.786251,86.173016,9,Poor,0.63,Night,Low,High
Golmuri,22.784808,86.174195,5,Poor,0.95,Day,Medium,Medium
Agrico,22.776547,86.171477,4,Poor,0.97,Day,Medium,Medium
Jugsalai,22.789063,86.17555,1,Poor,0.52,Day,Medium,Low
Bistupur,22.795425,86.186612,2,Good,1.33,Night,Medium,Low
Baridih,22.83505,86.184995,3,Good,2.08,Day,Medium,Medium
Karandih,22.81427,86.209212,2,Good,2.58,Day,Medium,Low
Chhota Govindpur,22.751801,86.138505,8,Poor,3.22,Night,Low,High
Mango,22.831812,86.201062,3,Poor,1.37,Night,Medium,Medium
Baridih,22.835778,86.185515,3,Good,2.35,Day,Medium,Medium
Sidhgora,22.808312,86.189297,8,Poor,0.12,Night,Low,High
Sidhgora,22.808398,86.192058,7,Poor,0.54,Night,Low,High
Marine Drive,22.770406,86.160087,5,Poor,1.67,Night,Low,High
Sidhgora More,22.811515,86.190693,5,Good,1.45,Day,High,Low
Mango,22.829388,86.199313,5,Poor,1.23,Night,Medium,Medium
Mango Bazar,22.833387,86.202681,4,Poor,1.29,Day,Medium,Medium
Sitaramdera,22.77322,86.16667,3,Good,1.4,Day,Medium,Low
Ulidih,22.789062,86.208764,4,Poor,1.98,Day,Low,Medium
Azadnagar,22.804917,86.196894,3,Good,0.91,Day,High,Medium
Sidhgora,22.809658,86.190142,9,Poor,1.01,Night,Low,High
Kadma,22.813002,86.22439,3,Good,0.41,Day,High,Low
Sidhgora,22.811884,86.190585,6,Poor,0.1,Night,Medium,Medium
Chhota Govindpur,22.753477,86.138953,9,Poor,2.34,Night,Low,High
Dimna,22.743053,86.211105,6,Poor,3.5,Night,Low,High
Sidhgora,22.811017,86.191155,6,Poor,0.1,Night,Medium,Medium
Bagbera,22.831234,86.229404,7,Poor,3.0,Night,Low,High
Dimna,22.743087,86.208254,2,Good,3.01,Day,Low,Medium
Sitaramdera,22.772604,86.165804,1,Good,1.77,Day,Medium,Low
Burma Mines,22.825891,86.178095,1,Good,3.76,Day,Medium,Low
Parsudih,22.801931,86.166725,5,Poor,2.13,Day,Low,Medium
Bistupur,22.795232,86.188082,4,Poor,0.59,Night,Low,Medium
Birsa Chowk,22.797983,86.184045,2,Poor,0.1,Night,Medium,Medium
Gamharia,22.769567,86.117727,3,Good,1.89,Day,High,Low
Sidhgora More,22.80994,86.191472,5,Good,1.53,Day,High,Low
Sitaramdera,22.76979,86.166924,8,Poor,1.04,Night,Low,High
Kadma,22.814514,86.223212,2,Good,0.5,Day,High,Low
Agrico,22.77852,86.17442,6,Poor,0.57,Night,Low,High
Sonari,22.816991,86.162404,4,Good,2.2,Day,Medium,Low
Bistupur,22.796039,86.188594,4,Good,0.1,Night,Medium,Low
Jugsalai,22.788024,86.181248,6,Poor,0.55,Night,Low,High
Kadma,22.813773,86.219742,4,Good,0.58,Night,Medium,Medium
Sidhgora,22.808377,86.188642,7,Poor,0.47,Night,Low,High
Parsudih,22.799169,86.168089,6,Poor,2.8,Day,Low,Medium
Baridih,22.83578,86.187102,7,Poor,2.42,Night,Low,High
Chhota Govindpur,22.749699,86.141615,3,Good,2.31,Day,Medium,Low
Sonari,22.818651,86.16038,4,Good,2.53,Day,Medium,Low
Sidhgora More,22.810511,86.19208,4,Good,0.4,Day,High,Low
Jharkhand Colony,22.783815,86.204396,5,Poor,2.35,Night,Low,High
Sakchi Market,22.805379,86.201767,6,Poor,0.95,Day,Medium,Medium
Marine Drive,22.772398,86.159196,6,Poor,1.12,Night,Low,High
Pathargora,22.799601,86.202109,9,Poor,0.46,Night,Low,High
Baridih,22.836315,86.184972,5,Good,1.99,Day,Medium,Medium
Jugsalai,22.784532,86.181424,7,Good,0.77,Day,High,Medium
Dimna,22.745091,86.210336,6,Poor,3.18,Day,Low,High
Gamharia,22.766936,86.118458,1,Good,1.92,Day,High,Low
Boram Basti,22.845655,86.218163,3,Good,3.93,Day,Low,Medium
Jharkhand Colony,22.783415,86.206593,3,Good,1.47,Day,Medium,Low
Adityapur,22.787736,86.136409,4,Good,0.21,Day,High,Low
Sonari,22.820626,86.160278,3,Good,1.4,Night,Medium,Medium
Sidhgora,22.809345,86.187722,6,Poor,0.55,Night,Medium,Medium
Bhalubasa,22.75946,86.148093,3,Good,1.55,Day,High,Low
Jharkhand Colony,22.782744,86.206664,9,Poor,1.94,Night,Low,High
Dimna,22.744181,86.210539,6,Poor,4.19,Night,Low,High
Jugsalai More,22.786365,86.18102,3,Good,0.1,Day,High,Low
Agrico,22.776772,86.17096,4,Good,1.06,Day,High,Low
Burma Mines,22.825806,86.177142,3,Good,3.0,Night,Medium,Low
Sakchi,22.803254,86.199606,5,Poor,1.09,Day,Medium,Medium
Golmuri,22.783607,86.174086,4,Good,1.25,Day,Medium,Medium
Jugsalai More,22.787161,86.176754,7,Poor,0.74,Night,Low,High
Jugsalai More,22.786036,86.181999,8,Poor,0.86,Night,Low,High
Sonari,22.818263,86.164332,3,Good,1.54,Day,Medium,Low
Telco,22.767302,86.155211,6,Poor,1.31,Night,Low,High
Ulidih,22.789694,86.207731,1,Good,1.54,Day,Medium,Low
Jharkhand Colony,22.783461,86.205564,2,Good,2.17,Day,Medium,Low
Golmuri,22.783837,86.177089,4,Good,0.99,Day,Medium,Medium
Ulidih,22.790682,86.210714,4,Poor,2.03,Day,Medium,Medium
Kadma,22.811949,86.223177,4,Good,0.52,Night,Medium,Medium
Jugsalai,22.788941,86.180372,5,Good,0.64,Day,High,Medium
Gamharia,22.770384,86.118693,7,Poor,2.45,Night,Low,High
Chhota Govindpur,22.749317,86.139894,4,Good,3.93,Day,Medium,Low
Sidhgora More,22.813691,86.18911,3,Good,1.33,Day,High,Low
Adityapur,22.787991,86.137596,5,Poor,0.3,Night,Medium,Medium
Golmuri,22.782899,86.174509,4,Good,1.22,Day,Medium,Medium
Sidhgora More,22.809316,86.1933,1,Good,1.14,Day,High,Low
Azadnagar,22.806342,86.195308,1,Poor,0.68,Day,Medium,Low
Bagbera,22.827861,86.227685,4,Good,2.66,Day,Medium,Low
Telco,22.767046,86.157139,3,Poor,1.08,Day,Medium,Medium
Bagbera,22.829297,86.228314,6,Good,3.38,Day,Low,Medium
Golmuri,22.786533,86.174823,10,Poor,0.44,Night,Low,High
Mango Bazar,22.829763,86.203665,3,Good,1.35,Day,High,Low
Birsa Chowk,22.798832,86.185111,6,Poor,0.5,Night,Low,High
Sakchi Market,22.806901,86.200823,7,Poor,0.91,Night,Low,High
Karandih,22.814515,86.209776,4,Good,3.1,Day,Medium,Medium
Chhota Govindpur,22.752408,86.138575,6,Poor,2.31,Night,Low,High
Birsa Chowk,22.800639,86.186214,3,Poor,1.12,Night,Medium,Medium
Jharkhand Colony,22.783166,86.205857,8,Poor,1.36,Night,Low,High
Sakchi,22.802707,86.202868,2,Good,0.1,Day,High,Low
Boram,22.837812,86.219147,3,Good,3.98,Day,Low,Medium
Baridih,22.835875,86.188161,8,Poor,1.6,Night,Low,High
Baridih,22.835583,86.183047,7,Poor,1.99,Night,Low,High
Mango Bazar,22.832592,86.200683,5,Poor,1.57,Night,Low,High
Mango Bazar,22.830589,86.202877,5,Poor,1.53,Night,Low,High
Baridih,22.832854,86.184613,4,Good,1.71,Day,Medium,Medium
Adityapur,22.782271,86.135846,7,Poor,0.65,Night,Medium,Medium
Gamharia,22.774302,86.120969,4,Good,1.89,Day,Medium,Medium
Birsa Chowk,22.79979,86.185044,6,Poor,0.69,Night,Low,High
Chhota Govindpur,22.752205,86.140751,9,Poor,2.74,Night,Low,High
Sakchi Market,22.805418,86.202723,4,Poor,0.56,Day,Medium,Medium
Sakchi,22.802453,86.206055,3,Good,0.21,Day,High,Low
Sakchi Market,22.803808,86.20238,3,Poor,0.84,Day,Medium,Medium
Golmuri,22.786715,86.173278,3,Good,0.56,Night,High,Low
Sakchi,22.805588,86.203198,4,Poor,0.33,Night,Low,High
Ulidih,22.788855,86.206072,8,Poor,2.38,Night,Low,High
Jugsalai More,22.78516,86.179951,7,Poor,0.18,Night,Low,High
Pathargora,22.801226,86.201639,7,Poor,1.09,Night,Low,High
Azadnagar,22.805527,86.196903,8,Poor,1.06,Night,Low,High
Bagbera,22.833074,86.230448,4,Poor,3.08,Day,Low,Medium
Sitaramdera,22.771718,86.165974,4,Poor,0.84,Day,Low,Medium
Telco,22.763216,86.156655,5,Poor,1.37,Night,Medium,Medium
Baridih,22.834912,86.187138,4,Good,2.0,Day,Medium,Medium
Parsudih,22.801597,86.169671,2,Good,2.26,Day,Medium,Low
Jugsalai,22.786379,86.180626,4,Poor,0.77,Night,Low,High
Jharkhand Colony,22.784603,86.20153,7,Poor,1.31,Night,Low,High
Sakchi Market,22.806813,86.203467,5,Poor,0.33,Day,Medium,Medium
Karandih,22.815208,86.210773,7,Poor,2.21,Night,Low,High
Ulidih,22.788804,86.210229,4,Poor,2.32,Day,Low,Medium
Sonari,22.818207,86.160968,6,Poor,1.8,Night,Low,High
Sonari,22.816512,86.163448,2,Good,2.17,Day,Medium,Low
Kadma,22.813299,86.221014,4,Good,0.28,Day,High,Low
Chhota Govindpur,22.752466,86.139948,5,Poor,3.0,Night,Low,High
Pathargora,22.800655,86.199916,5,Poor,0.56,Night,Medium,Medium
Kadma,22.81641,86.222075,7,Poor,0.27,Day,Low,High
Adityapur,22.786988,86.132477,4,Poor,0.63,Night,Medium,Medium
Sidhgora,22.807311,86.190844,4,Poor,0.68,Night,Medium,Medium
Karandih,22.812342,86.208919,4,Good,2.38,Day,Medium,Medium
Boram,22.838524,86.218971,8,Poor,4.01,Night,Low,High
Jugsalai More,22.78936,86.181328,5,Poor,0.75,Night,Medium,Medium
Baridih,22.836336,86.183507,6,Good,1.95,Day,Medium,Medium
Bagbera,22.832436,86.231325,5,Poor,2.96,Day,Low,Medium
Marine Drive,22.770015,86.160152,4,Poor,0.84,Night,Low,High
Azadnagar,22.805686,86.193528,4,Good,1.03,Day,High,Medium
Dimna,22.741129,86.212047,7,Poor,3.22,Night,Low,High
Sidhgora,22.810525,86.190465,3,Good,0.34,Day,High,Low
Sakchi Market,22.804706,86.202591,2,Good,0.82,Day,High,Low
Sidhgora,22.809648,86.191511,7,Poor,0.96,Night,Low,High
Jharkhand Colony,22.786427,86.207249,5,Poor,1.96,Day,Low,High
Ulidih,22.78981,86.210302,5,Poor,2.01,Day,Low,Medium
Dimna,22.744996,86.210926,6,Poor,3.3,Night,Low,High
Telco,22.762618,86.155557,1,Good,1.32,Day,High,Low
Dimna,22.747032,86.209486,5,Good,2.66,Day,Low,Medium
Sonari,22.81844,86.159625,5,Poor,2.08,Night,Low,High
Sakchi,22.805661,86.203222,7,Poor,0.14,Night,Low,High
Pathargora,22.803299,86.202068,6,Poor,0.1,Day,Low,High
Sidhgora,22.809254,86.190875,3,Poor,0.52,Day,High,Low
Bagbera,22.831229,86.228399,4,Poor,3.86,Day,Low,Medium
Sidhgora,22.811307,86.191646,7,Poor,1.29,Night,Low,High
Telco,22.76393,86.154536,8,Poor,1.35,Night,Low,High
Azadnagar,22.804948,86.192862,6,Poor,1.12,Day,Low,High
Burma Mines,22.825068,86.179527,9,Poor,2.35,Night,Low,High
Sonari,22.818827,86.160582,2,Good,1.85,Night,Medium,Medium
Mango Bazar,22.83309,86.205671,8,Poor,1.41,Night,Low,High
Sitaramdera,22.773054,86.166722,4,Poor,0.91,Day,Low,Medium
Jugsalai More,22.786894,86.179658,9,Poor,0.85,Night,Low,High
Lal Building,22.800909,86.182689,3,Good,0.24,Day,High,Low
Mango,22.82733,86.204636,6,Poor,1.8,Night,Medium,Medium
Dimna,22.742077,86.2115,1,Good,2.82,Day,Low,Medium
Boram,22.840432,86.220357,6,Poor,4.03,Night,Low,High
Sakchi,22.806273,86.207234,5,Poor,0.49,Day,Medium,Medium
Burma Mines,22.8253,86.178176,8,Poor,2.86,Night,Low,High
Lal Building,22.802187,86.182873,4,Poor,0.51,Night,Medium,Medium
Birsa Chowk,22.800302,86.183596,2,Poor,0.1,Night,Medium,Medium
Lal Building,22.799268,86.179488,5,Poor,0.46,Night,Medium,Medium
Pathargora,22.80179,86.199568,2,Good,0.53,Day,High,Low
Adityapur,22.786413,86.134258,7,Poor,0.27,Night,Low,High
Bagbera,22.829327,86.230494,7,Poor,2.94,Night,Low,High
Dimna,22.745297,86.20787,2,Good,3.45,Day,Low,Medium
Sitaramdera,22.770337,86.165991,2,Good,0.93,Day,Medium,Low
Jugsalai More,22.787474,86.178754,3,Poor,0.8,Night,Medium,Medium
Jugsalai More,22.788103,86.180913,2,Good,0.7,Day,High,Low
Bistupur,22.79593,86.189102,4,Good,0.29,Night,Medium,Low
Jugsalai More,22.786192,86.179407,2,Good,1.36,Day,High,Low
Sakchi,22.804486,86.201454,4,Poor,0.95,Day,Medium,Medium
Boram Basti,22.843218,86.220315,5,Poor,4.07,Night,Low,High
Golmuri,22.78335,86.175609,7,Poor,1.05,Night,Low,High
Chhota Govindpur,22.750397,86.140228,7,Poor,2.44,Night,Low,High
Telco,22.766726,86.157203,6,Poor,0.95,Night,Low,High
Gamharia,22.770599,86.120125,3,Good,1.89,Day,High,Low
Bagbera,22.831512,86.229069,5,Poor,2.66,Day,Low,Medium
Adityapur,22.786939,86.132697,5,Poor,0.64,Night,Medium,Medium
Azadnagar,22.80927,86.195838,8,Poor,0.82,Night,Low,High
Kadma,22.815172,86.222558,6,Poor,0.48,Night,Low,High
Jugsalai More,22.785914,86.182085,5,Poor,0.6,Night,Medium,Medium
Baridih,22.835705,86.185035,4,Good,3.04,Day,Medium,Medium
Karandih,22.814164,86.21182,1,Good,2.37,Day,Medium,Low
Bhalubasa,22.759319,86.147679,5,Poor,0.68,Night,Low,High
Jugsalai,22.786181,86.179928,5,Good,0.14,Day,High,Medium
Boram,22.839571,86.218041,8,Poor,4.27,Night,Low,High
Mango Bazar,22.831818,86.202241,4,Poor,2.07,Day,Medium,Medium
Dimna,22.742901,86.208097,4,Good,3.26,Day,Medium,Medium
Ulidih,22.788351,86.213014,8,Poor,2.65,Night,Low,High
Marine Drive,22.767715,86.160659,1,Good,1.56,Day,High,Low
Jharkhand Colony,22.787168,86.204857,7,Poor,1.83,Night,Low,High
Sakchi Market,22.805488,86.204583,3,Poor,0.81,Day,Medium,Medium
Lal Building,22.798764,86.180047,6,Poor,0.46,Night,Medium,Medium
Adityapur,22.786493,86.133994,3,Good,0.81,Day,High,Low
Kadma,22.816784,86.2244,4,Poor,0.74,Night,Low,High
Sakchi Market,22.805931,86.201784,4,Poor,0.66,Night,Low,High
Jugsalai,22.784119,86.18477,2,Good,0.64,Day,Medium,Low
Mango,22.834378,86.202178,3,Good,2.19,Day,Medium,Low
Birsa Chowk,22.796226,86.186959,5,Poor,0.39,Night,Low,High
Ulidih,22.789691,86.212002,4,Good,2.5,Day,Medium,Low
Pathargora,22.8003,86.200002,2,Good,0.79,Day,High,Low
Sonari,22.81789,86.161268,6,Poor,1.9,Night,Low,High
Sakchi,22.805027,86.202727,4,Poor,0.84,Day,Medium,Medium
Sakchi,22.801493,86.20142,4,Good,1.11,Day,High,Low
Baridih,22.834865,86.184901,7,Poor,2.25,Night,Low,High
Jharkhand Colony,22.785721,86.204993,8,Poor,1.99,Night,Low,High
Mango Bazar,22.829735,86.205534,7,Poor,1.36,Night,Low,High
Jugsalai,22.786215,86.18199,4,Poor,0.83,Night,Low,High
Chhota Govindpur,22.751791,86.143544,5,Good,2.78,Day,Medium,Low
Gamharia,22.769492,86.116761,8,Poor,1.89,Night,Low,High
Marine Drive,22.769107,86.158174,5,Good,2.24,Night,Medium,Medium
Agrico,22.776217,86.172467,2,Good,0.36,Day,High,Low
Golmuri,22.784879,86.176539,7,Poor,1.34,Night,Low,High
Sitaramdera,22.772893,86.164836,2,Good,0.9,Day,Medium,Low
Golmuri,22.782502,86.172098,8,Poor,1.05,Night,Low,High
Jugsalai More,22.785609,86.179632,2,Good,1.7,Day,High,Low
Jugsalai More,22.787205,86.178204,7,Poor,0.46,Night,Low,High
Sidhgora More,22.809553,86.18991,2,Good,0.65,Day,High,Low
Jugsalai More,22.787268,86.182998,1,Good,0.79,Day,Medium,Low
Marine Drive,22.772202,86.159473,6,Poor,1.0,Night,Low,High
Chhota Govindpur,22.75191,86.14026,3,Good,3.11,Day,Medium,Low
Burma Mines,22.82318,86.177861,4,Poor,2.81,Day,Low,Medium
Gamharia,22.770588,86.119623,4,Good,2.23,Day,High,Low
Jharkhand Colony,22.783734,86.203739,8,Poor,1.43,Night,Medium,High
Pathargora,22.801775,86.199534,8,Poor,0.1,Night,Low,High
Sakchi Market,22.805713,86.202506,1,Good,0.82,Day,High,Low
Birsa Chowk,22.800037,86.187128,4,Poor,0.1,Night,Medium,Medium
Boram Basti,22.842053,86.219421,5,Poor,4.73,Night,Low,High
Birsa Chowk,22.798909,86.183171,2,Poor,0.1,Night,Medium,Medium
Chhota Govindpur,22.755095,86.141483,9,Poor,2.44,Night,Low,High
Golmuri,22.785901,86.175013,2,Good,1.14,Day,High,Low
Burma Mines,22.82625,86.177063,3,Good,2.79,Day,Medium,Low
Bagbera,22.830197,86.230273,7,Poor,2.57,Night,Low,High
Agrico,22.776491,86.173858,4,Poor,1.61,Day,Medium,Medium
Boram Basti,22.843691,86.218071,2,Good,3.85,Day,Low,Medium
Baridih,22.835216,86.18572,5,Good,1.93,Day,Medium,Medium
Bhalubasa,22.759134,86.146706,2,Good,1.33,Day,High,Low
Chhota Govindpur,22.751635,86.142989,3,Good,3.05,Day,Medium,Low
Birsa Chowk,22.797551,86.182106,4,Good,0.46,Day,High,Low
Sakchi Market,22.806586,86.202867,3,Good,0.61,Day,High,Low
Bhalubasa,22.761025,86.14855,3,Good,1.29,Day,Medium,Low
Marine Drive,22.770272,86.160964,3,Good,1.22,Night,Medium,Medium
Ulidih,22.789936,86.208937,1,Good,2.46,Day,Medium,Low
Karandih,22.813979,86.211754,3,Good,2.19,Day,Medium,Medium
Dimna,22.739805,86.209838,5,Good,4.21,Day,Medium,Medium
Boram Basti,22.839881,86.216221,7,Poor,3.93,Night,Low,High
Parsudih,22.800086,86.167358,1,Good,2.5,Day,Medium,Low
Sonari,22.817661,86.162187,4,Good,1.39,Night,Medium,Medium
Boram Basti,22.842434,86.215605,4,Poor,3.75,Night,Low,High
Boram,22.841217,86.222701,3,Good,3.69,Day,Low,Medium
Sitaramdera,22.771807,86.166573,1,Good,0.86,Day,Medium,Low
Chhota Govindpur,22.754113,86.14274,6,Poor,2.66,Night,Low,High
Kadma,22.812326,86.223982,2,Good,0.26,Day,High,Low
Sidhgora More,22.810797,86.191472,5,Good,1.14,Day,High,Low
Golmuri,22.784024,86.172996,3,Good,0.73,Day,High,Low
Sidhgora,22.811638,86.185983,7,Good,0.39,Night,Low,High
Sonari,22.819159,86.161391,5,Good,1.66,Night,Medium,Medium
Agrico,22.7782,86.175648,2,Good,1.25,Day,High,Low
Bistupur,22.793918,86.186458,1,Good,0.58,Day,High,Low
Telco,22.76365,86.154685,5,Good,1.07,Day,Medium,Medium
Sakchi Market,22.806644,86.201168,4,Poor,0.4,Night,Low,High
Boram Basti,22.838887,86.218562,5,Poor,3.8,Night,Low,High
Karandih,22.817014,86.211929,6,Poor,2.15,Night,Low,High
Boram,22.840749,86.217691,3,Good,4.46,Day,Low,Medium
Pathargora,22.800879,86.197978,6,Poor,0.79,Day,Low,High
Mango,22.829152,86.20323,7,Poor,1.2,Day,Low,High
Jugsalai More,22.789844,86.1811,2,Good,0.6,Day,High,Low
Agrico,22.780117,86.172611,7,Poor,0.61,Night,Low,High
Mango Bazar,22.830821,86.205561,4,Poor,1.29,Day,Medium,Medium
Boram Basti,22.842202,86.215952,6,Poor,4.36,Night,Low,High
Sakchi Market,22.804031,86.203397,4,Good,0.8,Day,Medium,Medium
Adityapur,22.786002,86.134098,6,Poor,1.23,Night,Low,High
Jugsalai,22.787289,86.18201,6,Poor,1.14,Night,Low,High
Jugsalai,22.788182,86.177519,3,Good,1.16,Day,Medium,Low
Chhota Govindpur,22.754715,86.139609,7,Poor,3.03,Night,Low,High
Boram Basti,22.841857,86.219105,4,Poor,4.05,Night,Low,High
Pathargora,22.800428,86.199905,7,Poor,0.81,Night,High,High
Sidhgora,22.80795,86.191883,4,Poor,0.58,Night,Medium,Medium
